"","Metabolite",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","FC","Log2FC","log10p","Text","p<0.05","FDR<0.05",">2-fold Change","SigPandFold"
"789","GibberellinA59","value","PCR","RVT",14,29,-0.194371046812008,24.7465130484355,0.847,0.99974,1.01217470233308,0.0174583220845464,-0.0721165896692931,"</br> GibberellinA59 </br>pvalue:  0.847 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"790","GibberellinA60","value","PCR","RVT",14,29,0.87656206169858,24.5238955977256,0.389,0.99974,0.96458811221467,-0.0520150647529546,-0.410050398674292,"</br> GibberellinA60 </br>pvalue:  0.389 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"791","GibberellinA93","value","PCR","RVT",14,29,0.668545331201155,26.9886384189187,0.509,0.99974,0.967612133542588,-0.0474992345278061,-0.293282217663241,"</br> GibberellinA93 </br>pvalue:  0.509 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"792","GinkgolideJ","value","PCR","RVT",14,29,-0.847102016584115,38.9665154331438,0.402,0.99974,1.10510902704844,0.144188709003871,-0.39577394691553,"</br> GinkgolideJ </br>pvalue:  0.402 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"793","Glucono-lactone; Methylthiomethyl2-methylbutanethiolate","value","PCR","RVT",14,29,-2.1303129794014,28.21567991084,0.042,0.639068539325843,1.10818869583399,0.148203555904892,-1.3767507096021,"</br> Glucono-lactone; Methylthiomethyl2-methylbutanethiolate </br>pvalue:  0.042 </br> FDR:  0.6391",TRUE,FALSE,FALSE,FALSE
"794","Glucosyl(2E,6E,10x)-10,11-dihydroxy-2,6-farnesadienoate","value","PCR","RVT",14,29,-1.3030160989013,23.6901648463218,0.205,0.884990506329114,1.04901051444345,0.0690291384103153,-0.688246138944246,"</br> Glucosyl(2E,6E,10x)-10,11-dihydroxy-2,6-farnesadienoate </br>pvalue:  0.205 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"795","Glutamate","value","PCR","RVT",14,29,-0.0552339022090887,40.9815843670667,0.956,0.99974,1.24566429427009,0.316915315353905,-0.0195421077238999,"</br> Glutamate </br>pvalue:  0.956 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"796","Glutamine","value","PCR","RVT",14,29,-0.797930010598805,21.5088124684166,0.434,0.99974,1.04082287312654,0.0577245721872133,-0.362510270487489,"</br> Glutamine </br>pvalue:  0.434 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"797","Glutamylproline","value","PCR","RVT",14,29,0.399119315273527,30.6447158525111,0.693,0.99974,0.987558623071421,-0.0180617034655906,-0.159266765388193,"</br> Glutamylproline </br>pvalue:  0.693 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"798","Glutarate","value","PCR","RVT",14,29,-2.14916461985666,29.2441865324408,0.04,0.637354117647059,1.20120957784593,0.26448788338411,-1.39794000867204,"</br> Glutarate </br>pvalue:  0.04 </br> FDR:  0.6374",TRUE,FALSE,FALSE,FALSE
"799","Glutathionylaminopropylcadaverine","value","PCR","RVT",14,29,-1.98673082663859,25.7036400555853,0.0577,0.701122413793103,1.06708684855986,0.093677599674674,-1.23882418684427,"</br> Glutathionylaminopropylcadaverine </br>pvalue:  0.0577 </br> FDR:  0.7011",FALSE,FALSE,FALSE,FALSE
"800","Glutathionylspermine","value","PCR","RVT",14,29,1.37097689172062,28.520816308229,0.181,0.854240549828179,0.882252691946773,-0.180736167896151,-0.742321425130815,"</br> Glutathionylspermine </br>pvalue:  0.181 </br> FDR:  0.8542",FALSE,FALSE,FALSE,FALSE
"801","Glycerol1-propanoatediacetate","value","PCR","RVT",14,29,-0.80849238423886,23.9805436501544,0.427,0.99974,1.03208929234743,0.0455677925190059,-0.369572124974976,"</br> Glycerol1-propanoatediacetate </br>pvalue:  0.427 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"802","Glyceroltripropanoate","value","PCR","RVT",14,29,-1.48578250978534,19.3141105424543,0.153,0.805403846153846,1.05381564403216,0.0756225019810762,-0.815308569182401,"</br> Glyceroltripropanoate </br>pvalue:  0.153 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"803","Glyceroltriundecanoate","value","PCR","RVT",14,29,-0.64441141198369,39.9384309536127,0.523,0.99974,1.02765418327583,0.0393548637462154,-0.281498311132726,"</br> Glyceroltriundecanoate </br>pvalue:  0.523 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"804","Glycerophosphoglycerol","value","PCR","RVT",14,29,0.180182336718252,33.7242007737171,0.858,0.99974,0.998391659468697,-0.00232221286409349,-0.0665127121512946,"</br> Glycerophosphoglycerol </br>pvalue:  0.858 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"805","Glyceryllactopalmitate","value","PCR","RVT",14,29,-0.184038158938962,21.715247161727,0.856,0.99974,1.00487630323319,0.00701792160788894,-0.0675262353228468,"</br> Glyceryllactopalmitate </br>pvalue:  0.856 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"806","Glycidyloleate","value","PCR","RVT",14,29,0.624040135801542,40.9171814755781,0.536,0.99974,0.987233344811189,-0.0185369710834677,-0.27083521030723,"</br> Glycidyloleate </br>pvalue:  0.536 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"807","Glycine","value","PCR","RVT",14,29,-1.48942372890002,40.8430170662218,0.144,0.805403846153846,1.17320073447862,0.230449879402466,-0.84163750790475,"</br> Glycine </br>pvalue:  0.144 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"808","Glycogen","value","PCR","RVT",14,29,1.05702551930547,27.3681867562916,0.3,0.987016990291262,0.925950912667116,-0.110992380806627,-0.522878745280338,"</br> Glycogen </br>pvalue:  0.3 </br> FDR:  0.987",FALSE,FALSE,FALSE,FALSE
"809","Glycyrrhetinicacid","value","PCR","RVT",14,29,-1.48305624390769,37.0592884785288,0.147,0.805403846153846,1.50128818579301,0.586200941853364,-0.832682665251824,"</br> Glycyrrhetinicacid </br>pvalue:  0.147 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"810","Glyoxylicacid","value","PCR","RVT",14,29,1.04981309288242,23.222004695524,0.305,0.990516826923077,0.956098374440327,-0.0647690279202988,-0.515700160653214,"</br> Glyoxylicacid </br>pvalue:  0.305 </br> FDR:  0.9905",FALSE,FALSE,FALSE,FALSE
"811","Gomphidicacid","value","PCR","RVT",14,29,-0.563606559601431,35.7102574030427,0.577,0.99974,1.04013304565614,0.0567680783969363,-0.238824186844269,"</br> Gomphidicacid </br>pvalue:  0.577 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"812","GoshonosideF1; CeanothineD","value","PCR","RVT",14,29,-0.405481227593355,40.5100186933298,0.687,0.99974,1.0766676941225,0.106573040951662,-0.16304326294045,"</br> GoshonosideF1; CeanothineD </br>pvalue:  0.687 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"813","Gravolenicacid","value","PCR","RVT",14,29,-0.0878329873719164,25.157845935093,0.931,0.99974,1.00543485528842,0.00781960874719137,-0.0310503190186574,"</br> Gravolenicacid </br>pvalue:  0.931 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"814","GrayanotoxinI; LysoPC(10:0)","value","PCR","RVT",14,29,-0.383074322727815,31.9079697021273,0.704,0.99974,1.04124755717875,0.0583131109567438,-0.152427340857888,"</br> GrayanotoxinI; LysoPC(10:0) </br>pvalue:  0.704 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"815","Guaifenesin","value","PCR","RVT",14,29,0.451086000366185,23.122063264975,0.656,0.99974,0.985215965576044,-0.0214880877663312,-0.18309616062434,"</br> Guaifenesin </br>pvalue:  0.656 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"816","Guanosine","value","PCR","RVT",14,29,-0.301515224438302,23.2610161654787,0.766,0.99974,1.01525649180457,0.0218442522455582,-0.115771230367396,"</br> Guanosine </br>pvalue:  0.766 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"817","Guggulsterone","value","PCR","RVT",14,29,0.459435476930624,14.2633704247801,0.653,0.99974,0.151328657584548,-2.72424287375619,-0.185086818724926,"</br> Guggulsterone </br>pvalue:  0.653 </br> FDR:  0.9997",FALSE,FALSE,TRUE,FALSE
"818","Gyrocyanin","value","PCR","RVT",14,29,1.20452061386757,25.1857679086644,0.24,0.937109826589595,0.948741863082584,-0.0759124876301359,-0.619788758288394,"</br> Gyrocyanin </br>pvalue:  0.24 </br> FDR:  0.9371",FALSE,FALSE,FALSE,FALSE
"819","HebevinosideVII","value","PCR","RVT",14,29,-0.464649281086571,25.233881916382,0.646,0.99974,1.02265345060263,0.0323173378498965,-0.189767482004916,"</br> HebevinosideVII </br>pvalue:  0.646 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"820","Heptadecanoicacid","value","PCR","RVT",14,29,-1.25233617260263,29.8249333891241,0.22,0.908854545454545,1.10293129687508,0.141342926246933,-0.657577319177794,"</br> Heptadecanoicacid </br>pvalue:  0.22 </br> FDR:  0.9089",FALSE,FALSE,FALSE,FALSE
"821","Heptyl4-hydroxybenzoate","value","PCR","RVT",14,29,1.36325004882618,26.6914298417487,0.184,0.854240549828179,0.981646531480451,-0.0267244584119929,-0.735182176990464,"</br> Heptyl4-hydroxybenzoate </br>pvalue:  0.184 </br> FDR:  0.8542",FALSE,FALSE,FALSE,FALSE
"822","Hesperetin","value","PCR","RVT",14,29,0.930988622861323,18.0033454862523,0.364,0.99974,0.925234638766071,-0.112108816547739,-0.438898616350944,"</br> Hesperetin </br>pvalue:  0.364 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"823","Hexanoicacid","value","PCR","RVT",14,29,0.0279702298753807,32.6375066872158,0.978,0.99974,1.01015373183428,0.0145748684993376,-0.00966114521239857,"</br> Hexanoicacid </br>pvalue:  0.978 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"824","Hexonicacid","value","PCR","RVT",14,29,1.79716688264587,22.2578298837079,0.0859,0.768549006622517,0.539333979526803,-0.890749164412681,-1.06600683616876,"</br> Hexonicacid </br>pvalue:  0.0859 </br> FDR:  0.7685",FALSE,FALSE,FALSE,FALSE
"825","HexosamineP","value","PCR","RVT",14,29,-2.5511145449929,35.5792734164286,0.0152,0.555005405405405,1.30467110270013,0.383686160582806,-1.81815641205523,"</br> HexosamineP </br>pvalue:  0.0152 </br> FDR:  0.555",TRUE,FALSE,FALSE,FALSE
"826","HexoseP; Oxydeprofos","value","PCR","RVT",14,29,0.824091210733521,29.0360644068005,0.417,0.99974,0.962199077878133,-0.0555926780709302,-0.379863945026242,"</br> HexoseP; Oxydeprofos </br>pvalue:  0.417 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"827","Hexoseoxime","value","PCR","RVT",14,29,-0.630375904376581,40.9926776646038,0.532,0.99974,1.14821828232101,0.199396931984562,-0.274088367704952,"</br> Hexoseoxime </br>pvalue:  0.532 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"828","Hexuronate","value","PCR","RVT",14,29,-0.781072775815025,40.9677876777013,0.439,0.99974,1.12232723309401,0.166493378915798,-0.357535479757879,"</br> Hexuronate </br>pvalue:  0.439 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"829","Hexuronicacid;Ascorbate","value","PCR","RVT",14,29,-0.0816566772543072,37.6748512109886,0.935,0.99974,1.05842379433268,0.0819174001947376,-0.0291883891274822,"</br> Hexuronicacid;Ascorbate </br>pvalue:  0.935 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"830","Hippurate","value","PCR","RVT",14,29,-1.29848220594064,33.6816559831753,0.203,0.884990506329114,1.05739116092501,0.0805091719270521,-0.692503962086787,"</br> Hippurate </br>pvalue:  0.203 </br> FDR:  0.885",FALSE,FALSE,FALSE,FALSE
"831","Histamine","value","PCR","RVT",14,29,-2.65148444806796,31.7369142014566,0.0124,0.516558823529412,1.29429866261963,0.372170561196891,-1.90657831483776,"</br> Histamine </br>pvalue:  0.0124 </br> FDR:  0.5166",TRUE,FALSE,FALSE,FALSE
"832","Histidine","value","PCR","RVT",14,29,-1.15478385153608,38.7364234401254,0.255,0.942386920980926,1.15211027571788,0.204278812802028,-0.593459819566045,"</br> Histidine </br>pvalue:  0.255 </br> FDR:  0.9424",FALSE,FALSE,FALSE,FALSE
"833","Homoanserine","value","PCR","RVT",14,29,0.012895889043758,32.3272879082909,0.99,0.99974,1.00455892927533,0.00656219769948979,-0.00436480540245009,"</br> Homoanserine </br>pvalue:  0.99 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"834","Homocysteine","value","PCR","RVT",14,29,-0.850801008129488,22.5839937026024,0.404,0.99974,1.04205710571262,0.0594343408322921,-0.393618634889395,"</br> Homocysteine </br>pvalue:  0.404 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"835","Homodolichosterone","value","PCR","RVT",14,29,-0.285173668945284,21.9106011953545,0.778,0.99974,1.00704836969679,0.0101329793186717,-0.109020403010311,"</br> Homodolichosterone </br>pvalue:  0.778 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"836","Homophytanicacid","value","PCR","RVT",14,29,-0.121176258217837,32.9822202058725,0.904,0.99974,1.01852619245649,0.026483081178815,-0.0438315695246367,"</br> Homophytanicacid </br>pvalue:  0.904 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"837","Homoserinelactone","value","PCR","RVT",14,29,-1.58738583649455,30.4902550504664,0.123,0.804166666666667,1.06163250921709,0.0862844545775015,-0.910094888560602,"</br> Homoserinelactone </br>pvalue:  0.123 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"838","Homovanillicacid","value","PCR","RVT",14,29,-1.24494279113645,32.9100820152082,0.222,0.908854545454545,1.04467837836535,0.063058852970855,-0.653647025549361,"</br> Homovanillicacid </br>pvalue:  0.222 </br> FDR:  0.9089",FALSE,FALSE,FALSE,FALSE
"839","Hydroxy-Lys","value","PCR","RVT",14,29,-1.45565138527119,25.1676909113106,0.158,0.813670454545455,1.0692732487083,0.0966305753989938,-0.801342913045577,"</br> Hydroxy-Lys </br>pvalue:  0.158 </br> FDR:  0.8137",FALSE,FALSE,FALSE,FALSE
"840","Hydroxyadipate; (-)-1-Methylpropyl1-propenyldisulfide","value","PCR","RVT",14,29,0.209159143401963,30.4671607429198,0.836,0.99974,0.998914575433084,-0.00156678710846713,-0.0777937225609836,"</br> Hydroxyadipate; (-)-1-Methylpropyl1-propenyldisulfide </br>pvalue:  0.836 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"841","Hydroxybutanoicacid","value","PCR","RVT",14,29,-1.85188492172935,34.506743821239,0.0726,0.706602158273381,1.05387979662019,0.0757103255051506,-1.13906337929991,"</br> Hydroxybutanoicacid </br>pvalue:  0.0726 </br> FDR:  0.7066",FALSE,FALSE,FALSE,FALSE
"842","Hydroxybutynal","value","PCR","RVT",14,29,-0.0479444072062441,24.3764434934371,0.962,0.99974,1.00085764912596,0.00123679584818338,-0.0168249279621871,"</br> Hydroxybutynal </br>pvalue:  0.962 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"843","Hydroxydesmthyldoxepinglucuronide","value","PCR","RVT",14,29,-0.0954090398164493,32.5977739693531,0.925,0.99974,1.00625037743825,0.00898932437328306,-0.0338582672609674,"</br> Hydroxydesmthyldoxepinglucuronide </br>pvalue:  0.925 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"844","Hydroxyglutarate; 2-Propenylpropyldisulfide","value","PCR","RVT",14,29,-0.370063365428836,36.9642236137947,0.713,0.99974,1.02366469281961,0.0337432297670573,-0.146910470148134,"</br> Hydroxyglutarate; 2-Propenylpropyldisulfide </br>pvalue:  0.713 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"845","Hydroxyprolyl-Isoleucine","value","PCR","RVT",14,29,-0.477302307650473,30.4290892557731,0.637,0.99974,1.02826392736882,0.040210612621043,-0.19586056766465,"</br> Hydroxyprolyl-Isoleucine </br>pvalue:  0.637 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"846","Hydroxyprolyl-Valine","value","PCR","RVT",14,29,0.328191498536531,28.7496351100166,0.745,0.99974,0.993657451634259,-0.00917950467070742,-0.127843727251707,"</br> Hydroxyprolyl-Valine </br>pvalue:  0.745 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"847","Hydroxypyruvate","value","PCR","RVT",14,29,-1.17395006510353,28.7480598823625,0.25,0.941947222222222,1.01867363822887,0.0266919161510016,-0.602059991327962,"</br> Hydroxypyruvate </br>pvalue:  0.25 </br> FDR:  0.9419",FALSE,FALSE,FALSE,FALSE
"848","HydroxystrobilurinD","value","PCR","RVT",14,29,-1.62064776341519,33.9281715481477,0.114,0.804166666666667,1.60967375481017,0.686768315661828,-0.943095148663527,"</br> HydroxystrobilurinD </br>pvalue:  0.114 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"849","Hypogeicacid","value","PCR","RVT",14,29,-0.85051516855927,32.8792553941269,0.401,0.99974,1.20621087100458,0.27048214269304,-0.396855627379818,"</br> Hypogeicacid </br>pvalue:  0.401 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"850","IDP","value","PCR","RVT",14,29,-1.18402353011446,40.2484781220992,0.243,0.940667621776504,1.10114375672881,0.139002828194819,-0.614393726401688,"</br> IDP </br>pvalue:  0.243 </br> FDR:  0.9407",FALSE,FALSE,FALSE,FALSE
"851","IMP; 2-(2,5-dihydroxy-4-methoxyphenyl)-3,5,6,7-tetrahydroxy-4H-chromen-4-one","value","PCR","RVT",14,29,0.316317028727704,39.4748410964481,0.753,0.99974,0.999398549752361,-0.000867970336269635,-0.123205023799299,"</br> IMP; 2-(2,5-dihydroxy-4-methoxyphenyl)-3,5,6,7-tetrahydroxy-4H-chromen-4-one </br>pvalue:  0.753 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"852","Ibuprofen","value","PCR","RVT",14,29,0.3337287767978,32.1995169298407,0.741,0.99974,0.993004989855472,-0.0101271275650756,-0.130181792020672,"</br> Ibuprofen </br>pvalue:  0.741 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"853","IlicifolinosideA","value","PCR","RVT",14,29,-0.00765219264575871,22.4699068367175,0.994,0.99974,0.997742689017387,-0.0032602924933394,-0.00261361560268669,"</br> IlicifolinosideA </br>pvalue:  0.994 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"854","Indan-1-ol","value","PCR","RVT",14,29,-0.656002122669264,21.0710130317084,0.519,0.99974,1.01284583129151,0.0184145933316714,-0.284832642151542,"</br> Indan-1-ol </br>pvalue:  0.519 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"855","Indole","value","PCR","RVT",14,29,-0.800119064739124,33.6935670205205,0.429,0.99974,1.10687194429281,0.14648832417905,-0.367542707815276,"</br> Indole </br>pvalue:  0.429 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"856","Indole-3-carbinol","value","PCR","RVT",14,29,-2.08643611456482,36.1875859838532,0.044,0.640680412371134,1.21192606247146,0.277301685147871,-1.35654732351381,"</br> Indole-3-carbinol </br>pvalue:  0.044 </br> FDR:  0.6407",TRUE,FALSE,FALSE,FALSE
"857","Indole-3-propionicacid","value","PCR","RVT",14,29,-0.45110710229066,26.269841632717,0.656,0.99974,1.02732380665961,0.0388909826610725,-0.18309616062434,"</br> Indole-3-propionicacid </br>pvalue:  0.656 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"858","Indole-5,6-quinone","value","PCR","RVT",14,29,-0.0982365184227234,29.9150679829665,0.922,0.99974,1.00139276460036,0.00200793661490092,-0.0352690789463706,"</br> Indole-5,6-quinone </br>pvalue:  0.922 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"859","Indole-acetamide","value","PCR","RVT",14,29,-0.561918386143127,21.9108924562799,0.58,0.99974,1.02565592443375,0.0365468329269136,-0.236572006437063,"</br> Indole-acetamide </br>pvalue:  0.58 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"860","Indolelacticacid","value","PCR","RVT",14,29,-1.67886927953506,36.5156041832676,0.102,0.804166666666667,1.20810448137359,0.272745229697183,-0.991399828238082,"</br> Indolelacticacid </br>pvalue:  0.102 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"861","Indoxylsulfate","value","PCR","RVT",14,29,-0.270801019720302,23.0759059089066,0.789,0.99974,1.01149493727934,0.0164890989567358,-0.10292299679058,"</br> Indoxylsulfate </br>pvalue:  0.789 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"862","Inosine","value","PCR","RVT",14,29,-0.353537715214304,30.3426704905263,0.726,0.99974,1.06099194888016,0.0854137086987295,-0.139063379299906,"</br> Inosine </br>pvalue:  0.726 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"863","Inositolcyclicphosphate","value","PCR","RVT",14,29,0.463665968264563,34.6244166206759,0.646,0.99974,0.987493584528878,-0.0181567194681708,-0.189767482004916,"</br> Inositolcyclicphosphate </br>pvalue:  0.646 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"864","Ipomeatetrahydrofuran","value","PCR","RVT",14,29,0.674522835343836,27.3472787964884,0.506,0.99974,0.979830916932283,-0.0293952807097711,-0.295849483160201,"</br> Ipomeatetrahydrofuran </br>pvalue:  0.506 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"865","Irbesartan","value","PCR","RVT",14,29,-0.91995831424253,21.2045571439553,0.368,0.99974,1.07781138523693,0.108104731530502,-0.434152181326482,"</br> Irbesartan </br>pvalue:  0.368 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"866","Isoelemicin","value","PCR","RVT",14,29,1.05481240368305,40.3994122156641,0.298,0.987016990291262,0.984877934149272,-0.0219831669784664,-0.525783735923745,"</br> Isoelemicin </br>pvalue:  0.298 </br> FDR:  0.987",FALSE,FALSE,FALSE,FALSE
"867","Isoleucyl-Valine","value","PCR","RVT",14,29,-2.51372613165252,40.9649180735256,0.016,0.568842105263158,1.34023864084103,0.422489907626754,-1.79588001734408,"</br> Isoleucyl-Valine </br>pvalue:  0.016 </br> FDR:  0.5688",TRUE,FALSE,FALSE,FALSE
"868","Isomammein","value","PCR","RVT",14,29,1.69219136584471,15.4282129138,0.111,0.804166666666667,0.874001453221448,-0.194292416358704,-0.954677021213343,"</br> Isomammein </br>pvalue:  0.111 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"869","Isopropylapiosylglucoside","value","PCR","RVT",14,29,-0.917595455163186,31.0803689978169,0.366,0.99974,1.04207751678296,0.0594625990356242,-0.436518914605589,"</br> Isopropylapiosylglucoside </br>pvalue:  0.366 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"870","Isopropylmaleate","value","PCR","RVT",14,29,-0.832269840344605,37.739688551098,0.41,0.99974,1.01362951547946,0.0195304394728543,-0.387216143280265,"</br> Isopropylmaleate </br>pvalue:  0.41 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"871","Isopulegonecaffeate","value","PCR","RVT",14,29,1.23614606789813,36.9745196920275,0.224,0.914271903323263,0.971931068973765,-0.0410740958465179,-0.649751981665837,"</br> Isopulegonecaffeate </br>pvalue:  0.224 </br> FDR:  0.9143",FALSE,FALSE,FALSE,FALSE
